,vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
3077,PMQA,寶成工業股份有限公司,2023.02.17,全職,臺北,71-72k,950-960k,100k,,,,想換工作了,賣肝拼經濟,12 hr,2,2,"(印尼廠)外派於印尼工作，主要處理品牌客戶與工廠之間的各種品質相關案件處理。
工廠無冷氣(辦公室要看是寫字樓裡還是現場，現場的幾乎沒有冷氣)
上班時間：07:00～通常要18:00以後才能下班，回宿舍後也經常需要寫品質報告。週六上半天班。
每年六趟返台機票","工時非常長，返台期間也有可能會需要處理公事，無加班費。
若非常介意工時的人需要審慎考慮。
公司餐廳提供三餐，食宿都不用額外付費。"
3078,開發、技轉,寶成工業股份有限公司,2023.02.17,全職,臺北,66-67k,800-810k,12k,3000,,,還算愉快,偶爾加班,9 hr,3,3,"這是我當時還是新鮮人的薪水（底薪30,000+海外津貼等等），分紅的部分如果是在大品牌的鞋廠景氣好的花一個月約可以拿到三千以上。
所有品牌鞋廠跟海外幹部宿舍跟餐廳都在一個地方，很像一個工業區的感覺。
工作內容只要肯學沒什麼大問題，主要是跟（尤其是對岸的）同事/下屬之間的溝通要配合彼此個性。",如果你想體驗不一樣的文化跟生活，可以試試看外派，但傳產有些陋習要先了解。剛畢業來到這裡一開始蠻不適應的，主要是在於很多其他的海外幹部顛覆三觀，還有應酬文化很深，如果不喜歡被灌酒或跟主管用酒博感情，要做好坐冷板凳的準備。
3079,技術襄理,寶成工業股份有限公司,2023.02.11,全職,臺北,100-101k,1350-1360k,150k,,,,有苦說不出,賣肝拼經濟,10 hr,5,13,"海外越南工作，主要工作鞋廠的IE主管，工作環境就是在現場，要能忍受酷熱的越南夏天，福利的部分是還不錯，但就是副協理以上的大主管，部分廠區會比較硬，要能忍受被屌還有超多報告PPT要做。
是住宿的地方還不錯，餐廳吃得還可以，有清潔阿姨會幫忙打掃房間以及洗衣服。",我覺得如果是新人要來寶成歷練是可以的，畢竟寶成是大公司，訓練鞋業的資訊與技術是蠻健全的，相較於如果要去其他鞋業的小廠，但公司文化可能要先能習慣。
3080,文管人員,寶成工業股份有限公司,2023.02.06,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,3,3,位於彰化，薪水不高所...,穩定無壓力的工作，但...
3081,副課長,寶成工業股份有限公司,2023.01.16,全職,臺北,75-76k,900-910k,,,,,還算愉快,很少加班,8 hr,1,1,"外派寶成越南的公司, 公司提供單人宿舍(有雙人床, 小台電視, 書桌椅和衣櫃) 其餘東西需自行採購, 譬如說冰箱, 大台電視機, 鍋碗瓢盆有喜歡自己煮食物來吃的
公司提供三餐, 個人是覺得伙食不錯也豐盛, 但見仁見智, 可以讓你吃飽的; 台幹全是自助餐
阿姨會幫忙打掃房間1.3.5打掃, 也會幫忙洗衣服","福利制度健全的公司, 不會讓你大富大貴, 但也不會讓你餓著; 基本上想要近來做到退休都沒有問題的
周圍好多人隨便一問年資就是十年, 八年起跳的
喜歡穩定的人可以做到退休, 喜歡嘗試挑戰與新事物的也是可以進來工作看看自己適不適合"
3082,大陸四職等小主管,寶成工業股份有限公司,2023.01.10,全職,臺北,68-69k,930-940k,120k,,,,平常心,常常加班,10 hr,1,3,"大陸東莞工廠有不少駐廠客人，只要是開發或採購或品管都會很長要在下班後喝酒應酬客人，約2周一次，外加幾乎每個月都會有評鑑客人或外國人到訪，所以可以說是每周晚上幾乎都有應酬場合。這邊很在乎下班時間過1小時內就走的情況(感覺你很閒)，所以下班最好自己默默走，留在大陸的8成都是4階以上的主管，其中一半以上都是經理等級所以自己禮數要做好，有些人很好聊不代表會成為朋友。

公司內部制度是很不錯的，系統面資料輸入面，但非常偏向客人，例如本來中午午休90分鐘，被客人反應後剩下1HR，因為客人想早點下班。亦或是客人說要新增一個excel追蹤表就會在開會中被迫同意，但裡面部分內容可能在每周和客戶開會的定期報表裡就有。",大陸只剩兩間工廠都做ADIDAS，住宿非常不錯約8坪乾濕分離，洗衣共用，專人打掃，叫外賣也方便，但是遠一點加錢的比較好吃。一樣，海外生活麻煩的就是台籍自己人，這邊普遍年齡偏高約35左右，所以要交朋友要跳脫工作圈，因為好聊的人不代表可以私聊
3083,襄理,寶成工業股份有限公司,2022.12.27,全職,彰化,,,,,,,平常心,很少加班,8 hr,7,11,"晉升加薪幅度高
有...","晉升加薪幅度高
有..."
3084,副課長,寶成工業股份有限公司,2022.11.03,全職,臺北,72-73k,1070-1080k,200k,,,,有苦說不出,賣肝拼經濟,10 hr,3,6,在海外鞋廠的開發中心的業務開發相單類似於專案經理的角色，負責對外客戶的聯絡與需求的釐清，對內則推動產品的開發進度，需要與採購、報價、版師以及樣品室溝通協助。,因為寶成替諸多運動品牌代工且各別品牌客戶的制度不同，寶成內部則依照客戶別劃分為PCN(Nike)、PCaG(adidas)與PCMS（小品牌）等。通常只有PCN與PCaG的獲利較好，制度上也比較完善，所以如果不是去這兩個事業體建議再找找…
3085,海外儲備幹部,寶成工業股份有限公司,2022.11.03,全職,臺北,73-74k,950-960k,80k,,,,還算愉快,很少加班,10 hr,2,6,2018年11月先去中國東莞黃江鎮裕元工業區受訓3個月，2019年02月前往駐地印尼，那時擔任組長，負責中底廠的小發泡產線。2019年05月被指派擔任 SAP導入負責人，主要以生管為主，2019/06~2020/01到台中 CBD大樓受訓，2020/02再回到印尼駐地導入。2020/07晉升為副課長。2020/10因專案導入成功，也因內部主管不足，再被指派擔任工程部主管。直到2021/02月離職。,"建議事業部選好，PCAG, PCN為優先考量。三餐、打掃、清洗衣物都有當地員工服務，算是存錢好地方。在駐地待 52天就有七天的返台假。"
3086,製程工程師,寶成工業股份有限公司,2022.11.02,全職,臺北,56-57k,720-730k,56k,,,,還算愉快,很少加班,9 hr,1,3,以出差模式工作，非常駐外派，所在國家在越南，公司規模很大，以大量人工製造為主，很多廠房也很多條生產線，人員管理是最大挑戰，很多越籍同事都會說中文，在工作上有很大幫助，公司配有個人套房，三餐也都在公司，伙食豐盛。,想存錢與挑戰海外的人，建議不要出差方式，直接選擇常駐外派，在薪資與福利上更有優勢，回台換其他跑道也有加分，不過前提是能接受異鄉生活。
3087,開發,寶成工業股份有限公司,2022.10.27,全職,彰化,,,,,,,有苦說不出,很少加班,8 hr,1,3,工作內容大概就是專案...,待在這裡 就會漸漸發...
3088,外派儲備幹部,寶成工業股份有限公司,2022.10.21,全職,臺北,,,,,,,平常心,偶爾加班,10 hr,2,8,18年11月進去先去...,在海外生活確實比較無...
3089,生管主管,寶成工業股份有限公司,2022.10.19,全職,臺北,,,,,,,有苦說不出,賣肝拼經濟,10 hr,3,7,工作需要與國外的人員...,放假前一天還要喝酒唱...
3090,儲備幹部,寶成工業股份有限公司,2022.10.18,全職,臺北,,,,,,,平常心,偶爾加班,10 hr,1,1,1. 負責公司及品牌...,初入職場，大公司可以...
3091,印尼人資,寶成工業股份有限公司,2022.10.13,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,1,"印尼山下環境好, 山...","黨派鬥爭嚴重, 奉勸..."
3092,專案管理師,寶成工業股份有限公司,2022.10.10,全職,彰化,,,,,,,還算愉快,準時上下班,8 hr,1,1,"工作項目就是做專案
...",我覺得第一份工作到寶...
3093,資深高級工程師,寶成工業股份有限公司,2022.09.26,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,1,6,工作位於裕元花園酒店...,工作穩定，公司也穩定...
3094,針車人員,寶成工業股份有限公司,2022.09.15,全職,彰化,,,,,,,想換工作了,偶爾加班,8 hr,1,1,工作環境還可以，在大...,如果想學縫紉的話，可...
3095,開發業務,寶成工業股份有限公司,2022.09.14,全職,臺北,,,,,,,平常心,常常加班,9 hr,2,3,需要經常性跨部門溝通...,剛開始進去不習慣太高...
3096,實驗室人員,寶成工業股份有限公司,2022.09.01,全職,彰化,,,,,,,還算愉快,準時上下班,8 hr,2,10,工作環境明亮整齊，團...,傳統產業的薪資漲幅較...
3097,採購管理師,寶成工業股份有限公司,2022.08.24,全職,彰化,,,,,,,還算愉快,賣肝拼經濟,9 hr,2,10,鞋材採購(量產/樣品...,建議想要輕鬆做辦公室...
3098,副工程師,寶成工業股份有限公司,2022.08.24,全職,彰化,,,,,,,有苦說不出,很少加班,9 hr,2,2,工作很多都做不完，只...,來練功洗經驗可以來，...
3099,開發,寶成工業股份有限公司,2022.08.17,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,8,8,需與美國客人、台灣客...,內部效率真的有待加強...
3100,採購管理師,寶成工業股份有限公司,2022.08.08,全職,彰化,,,,,,,還算愉快,很少加班,9 hr,2,7,工作項目：擔任全球供...,建議住福興附近的朋友...
3101,資深高級工程師,寶成工業股份有限公司,2022.07.27,全職,臺中,,,,,,,還算愉快,偶爾加班,9 hr,5,9,光系統就一千多個，配...,有機會接觸很多新事物...
3102,高分子複合材料工程師,寶成工業股份有限公司,2022.07.26,全職,彰化,,,,,,,平常心,偶爾加班,9 hr,1,1,工作內容以中底開發實...,可以學習到傳統混煉及...
3103,品保工程師,寶成工業股份有限公司,2022.07.26,全職,臺北,,,,,,,想換工作了,賣肝拼經濟,11 hr,1,1,柬埔寨廠區離金邊開車...,建議多聽多學，有禮貌...
3104,永續發展資深管理師,寶成工業股份有限公司,2022.07.26,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,2,4,體系大制度多，官僚文...,可準時上下班，可接觸...
3105,開發主管,寶成工業股份有限公司,2022.07.23,全職,臺北,,,,,,,還算愉快,很少加班,10 hr,11,11,工作福利還不錯。公司...,大公司制度相對健全，...
3106,機器採購,寶成工業股份有限公司,2022.07.19,全職,彰化,,,,,,,平常心,偶爾加班,8 hr,7,7,機器還有零件採購，異...,製鞋業就是給希望有穩...
3107,外派工程師,寶成工業股份有限公司,2022.07.15,全職,臺北,,,,,,,有苦說不出,偶爾加班,10 hr,5,10,"就是個小主管
下面...",養老的可以來，準備幹...
3108,工程師,寶成工業股份有限公司,2022.07.11,全職,彰化,,,,,,,還算愉快,準時上下班,8 hr,4,15,不加班，三節獎金僅有...,薪資對待職場新鮮人不...
3109,職員,寶成工業股份有限公司,2022.06.29,全職,臺中,,,,,,,還算愉快,很少加班,11 hr,1,5,"薪資待遇算不錯,缺錢...","福利中上,可以當作存..."
3110,人資專員,寶成工業股份有限公司,2022.06.27,全職,彰化,,,,,,,還算愉快,很少加班,9 hr,1,2,工作環境很棒，有外派...,剛畢業可以來這邊累積...
3111,資深管理師,寶成工業股份有限公司,2022.06.23,全職,彰化,,,,,,,還算愉快,很少加班,9 hr,1,3,有前途的工作，但有進...,訓練方式非原廠訓練，...
3112,海外儲幹,寶成工業股份有限公司,2022.06.01,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,10,"工作環境 還不錯 
...",這是一個集體活動的公...
3113,總務,寶成工業股份有限公司,2022.05.23,全職,臺中,,,,,,,有苦說不出,常常加班,10 hr,1,4,工作多又雜，時常需要...,如果熟悉辦公室政治，...
3114,國外業務,寶成工業股份有限公司,2022.05.22,全職,臺北,,,,,,,有苦說不出,常常加班,11 hr,3,3,"依據事業部,對應分別...","會做人比較重要,但還..."
3115,日文業務,寶成工業股份有限公司,2022.05.13,全職,臺中,,,,,,,還算愉快,很少加班,8 hr,2,2,這個是儲備幹部的職務...,儲備幹部主要是招募大...
3116,法務,寶成工業股份有限公司,2022.05.11,全職,臺中,,,,,,,想換工作了,常常加班,10 hr,1,6,法務部門龐大，溝通成...,雖然近年熱愛挖角科技...
3117,行政助理,寶成工業股份有限公司,2022.05.07,全職,彰化,,,,,,,還算愉快,準時上下班,8 hr,6,6,工作輕鬆愉快，但要處...,可以進入的公司，一切...
3118,IE工程師,寶成工業股份有限公司,2022.05.07,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,1,10,大企業集團該有的一些...,如果想穩定沒有胸懷大...
3119,PM_產品經理,寶成工業股份有限公司,2022.05.06,全職,彰化,,,,,,,有苦說不出,賣肝拼經濟,10 hr,2,2,工作項目:工作權責沒...,除非計畫將來跳槽到N...
3120,國外業務,寶成工業股份有限公司,2022.05.05,全職,臺北,,,,,,,平常心,常常加班,10 hr,2,2,"對接品牌,基本上都是...","英文基本功,con ..."
3121,成本報價,寶成工業股份有限公司,2022.05.05,全職,臺中,,,,,,,平常心,常常加班,10 hr,3,3,這是越南外派職缺，基...,外派津貼每天一千基本...
3122,外派開發,寶成工業股份有限公司,2022.05.03,全職,臺北,,,,,,,還算愉快,偶爾加班,9 hr,1,3,工作上下班時間正常，...,開發部門台灣人較多，...
3123,人資專員,寶成工業股份有限公司,2022.04.23,全職,臺中,,,,,,,有苦說不出,常常加班,10 hr,3,6,辦公室同事都很好相處...,集團大事情多分工細，...
3124,SPEC人員,寶成工業股份有限公司,2022.04.20,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,2,2,製作SPEC就是在銜...,雖然是開發單位，但是...
3125,廠務,寶成工業股份有限公司,2022.04.18,全職,臺中,,,,,,,還算愉快,偶爾加班,9 hr,5,5,可以學到很多有關製鞋...,來海外需設立好明確的...
3126,專案管理師,寶成工業股份有限公司,2022.04.12,全職,彰化,,,,,,,有苦說不出,很少加班,8 hr,5,8,從大學畢業就來這家公...,想要賺很多錢的人可以...
3127,IE工程師,寶成工業股份有限公司,2022.04.11,全職,臺中,,,,,,,還算愉快,準時上下班,8 hr,1,12,每天上班就是坐在位置...,如果想要準時上下班的...
3128,職員,寶成工業股份有限公司,2022.04.06,全職,臺中,,,,,,,平常心,很少加班,8 hr,3,3,工作氣氛愉快，主管人...,薪資正常是每年調整，...
3129,助理,寶成工業股份有限公司,2022.03.24,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,1,1,很有制度且穩定的公司...,可以多找該產業相關人...
3130,業務,寶成工業股份有限公司,2022.03.23,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,3,3,各個事業部有自己的文...,缺乏完善的訓練與職務...
3131,國外業務人員,寶成工業股份有限公司,2022.03.23,全職,臺中,,,,,,,有苦說不出,偶爾加班,10 hr,2,2,工作分配非常不均，閒...,建議~! 要去的話可...
3132,SAP工程師,寶成工業股份有限公司,2022.03.14,全職,彰化,,,,,,,有苦說不出,賣肝拼經濟,10 hr,1,4,1. 面試時提到的薪...,流動率高的單位，建議...
3133,資深軟體工程師,寶成工業股份有限公司,2022.03.10,全職,臺中,,,,,,,還算愉快,準時上下班,8 hr,2,6,"不同部門差異很大,軟...",想要養老或者要發展協...
3134,專案管理,寶成工業股份有限公司,2022.03.03,全職,臺中,,,,,,,平常心,很少加班,9 hr,8,13,台中總部的工作環境算...,很多年資很久的資深同...
3135,副管理師,寶成工業股份有限公司,2022.03.02,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,1,2,大公司，一個蘿蔔一個...,考慮清楚，除非你很喜...
3136,化工工程師,寶成工業股份有限公司,2022.02.22,全職,彰化,,,,,,,平常心,準時上下班,8 hr,1,6,工作項目：負責主管交...,很大機會需去海外出差...
3137,環安工程師,寶成工業股份有限公司,2022.02.17,全職,彰化,,,,,,,平常心,常常加班,9 hr,2,5,固定稽核，每日檢查，...,外派的事情很多，每天...
3138,化工廠務,寶成工業股份有限公司,2022.02.12,全職,臺中,,,,,,,有苦說不出,偶爾加班,10 hr,3,10,一人當10人用，考績...,一堆事情沒人做，同事...
3139,職員,寶成工業股份有限公司,2022.02.03,全職,彰化,,,,,,,平常心,很少加班,9 hr,1,1,從家裡通勤約30分鐘...,作為剛起步想留在彰化...
3140,工程師,寶成工業股份有限公司,2022.02.03,全職,彰化,,,,,,,還算愉快,準時上下班,8 hr,3,5,集團總共分很多群，生...,建議尚未有家庭的單身...
3141,專案管理師,寶成工業股份有限公司,2022.01.17,全職,彰化,,,,,,,平常心,偶爾加班,9 hr,3,10,寶成是鞋業代工大廠之...,"工作政治鬥爭嚴重, ..."
3142,技術襄理,寶成工業股份有限公司,2022.01.11,全職,彰化,,,,,,,平常心,準時上下班,8 hr,4,17,傳產就是週休二日，穩...,傳產公務員公司，公司...
3143,材料工程師,寶成工業股份有限公司,2022.01.05,全職,臺中,,,,,,,還算愉快,很少加班,8 hr,1,1,"輕鬆
適合養老的人...","是一個很穩定的工作
..."
3144,職員,寶成工業股份有限公司,2022.01.05,全職,彰化,,,,,,,平常心,偶爾加班,9 hr,2,2,在寶成的鞋業開發中心...,寶成的話不用想太多....
3145,資深管理師,寶成工業股份有限公司,2022.01.04,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,1,4,工作環境就是彰化的工...,如果有經濟壓力的話建...
3146,報價人員,寶成工業股份有限公司,2022.01.03,全職,彰化,,,,,,,有苦說不出,很少加班,8 hr,3,4,工作內容有點繁瑣，跟...,只有升遷加薪幅度比較...
3147,駐外化工研發工程師,寶成工業股份有限公司,2021.12.25,全職,臺中,,,,,,,平常心,準時上下班,8 hr,2,2,"工作項目：
　底材...",基本上是做人比做事重...
3148,專案副理,寶成工業股份有限公司,2021.12.21,全職,彰化,,,,,,,還算愉快,很少加班,10 hr,1,11,工作內容以專案執行為...,入職前最好先確認出差...
3149,技術襄理,寶成工業股份有限公司,2021.12.05,全職,彰化,,,,,,,還算愉快,偶爾加班,9 hr,6,11,工作內容負責型體開發...,英文聽說讀寫需要中上...
3150,助理工程師,寶成工業股份有限公司,2021.11.29,全職,彰化,,,,,,,有苦說不出,常常加班,10 hr,3,3,個性太過隨和的人，能...,簡單的事情也要開會，...
3151,駐外研發工程師,寶成工業股份有限公司,2021.11.27,全職,臺中,,,,,,,還算愉快,偶爾加班,9 hr,1,9,駐越南廠，需要與客戶...,可以吃苦耐勞，訓練溝...
3152,資深專員,寶成工業股份有限公司,2021.11.17,全職,彰化,,,,,,,平常心,準時上下班,8 hr,1,3,專案導入工作，可以學...,進來之前盡量多多打聽...
3153,副工程師,寶成工業股份有限公司,2021.11.15,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,1,1,住在海外員工的台幹宿...,對於新鮮人來說是個難...
3154,報價人員,寶成工業股份有限公司,2021.11.12,全職,彰化,,,,,,,平常心,偶爾加班,8 hr,2,5,製鞋公司，薪資條件在...,其實關於寶成的資訊網...
3155,副工程師,寶成工業股份有限公司,2021.11.08,全職,臺中,,,,,,,還算愉快,很少加班,8 hr,1,1,本職缺為派駐海外且非...,本職缺是外派職缺，因...
3156,彰化產品工程師(NIKE事業體),寶成工業股份有限公司,2021.11.02,全職,彰化,,,,,,,平常心,準時上下班,8 hr,1,1,2021下半年入職薪...,2021下半年現在要...
3157,資深工程師,寶成工業股份有限公司,2021.10.21,全職,彰化,,,,,,,有苦說不出,很少加班,9 hr,15,20,資訊部的環境對資深員...,戲劇專業人員可以在這...
3158,技術襄理,寶成工業股份有限公司,2021.10.21,全職,臺中,,,,,,,還算愉快,準時上下班,9 hr,5,12,總公司創研單位、準時...,僅適合剛畢業或年資3...
3159,成本會計,寶成工業股份有限公司,2021.10.18,全職,彰化,,,,,,,還算愉快,偶爾加班,10 hr,3,3,工作上平日做基本收入...,加班不給加班費，也需...
3160,技術襄理,寶成工業股份有限公司,2021.10.08,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,5,10,持續要跟軟體團隊、規...,平常心，穩定應對，部...
3161,PM,寶成工業股份有限公司,2021.09.28,全職,彰化,,,,,,,還算愉快,很少加班,9 hr,1,1,這份工作可以跟很多年...,對老鳥多帶點尊重，姿...
3162,海外人員,寶成工業股份有限公司,2021.09.28,全職,臺中,,,,,,,還算愉快,很少加班,9 hr,3,6,工作比較繁重一點，因...,必須能夠獨立生活，與...
3163,組長,寶成工業股份有限公司,2021.09.23,全職,臺中,,,,,,,還算愉快,很少加班,8 hr,2,2,訂單管理，交期確認，...,鞋業是一條不歸路，選...
3164,駐外業務,寶成工業股份有限公司,2021.09.18,全職,彰化,,,,,,,平常心,賣肝拼經濟,11 hr,2,7,對應國外客戶幫忙工廠...,基本上是一間充滿米蟲...
3165,孟加拉駐廠業務,寶成工業股份有限公司,2021.09.16,全職,臺中,,,,,,,還算愉快,常常加班,11 hr,2,2,此職為外派孟加拉常駐...,寶成基本上每個廠的環...
3166,副工程師,寶成工業股份有限公司,2021.09.15,全職,臺中,,,,,,,有苦說不出,很少加班,8 hr,2,2,官僚、內鬥、阿諛奉承...,不看學經歷不看能力只...
3167,恆豐集團,寶成工業股份有限公司,2021.09.15,全職,新北,,,,,,,還算愉快,很少加班,8 hr,1,7,開發前期需與客戶之開...,鞋業不難，要對產品本...
3168,生產技術工程師,寶成工業股份有限公司,2021.09.13,全職,彰化,,,,,,,平常心,準時上下班,8 hr,7,12,工作項目：製程改善 ...,如果有點關係或和主管...
3169,職員,寶成工業股份有限公司,2021.09.13,全職,臺中,,,,,,,平常心,很少加班,8 hr,5,5,"非常一般的工作
沒...","好好做功課
這種產..."
3170,工程師,寶成工業股份有限公司,2021.09.12,全職,彰化,,,,,,,平常心,偶爾加班,9 hr,2,2,氣氛不錯，英文有優勢...,適合新鮮人的第一份工...
3171,海外系統整合/推動工程師 (FAE),寶成工業股份有限公司,2021.08.27,全職,臺中,,,,,,,平常心,偶爾加班,10 hr,8,12,"工作內容：
1. ...",1.公司各部門高層橫...
3172,職員,寶成工業股份有限公司,2021.08.25,全職,彰化,,,,,,,平常心,很少加班,8 hr,4,4,"每天上班8小時, 幾...",如果是想要一份很穩定...
3173,職員,寶成工業股份有限公司,2021.08.18,全職,彰化,,,,,,,還算愉快,準時上下班,8 hr,7,15,1.符合勞基法，下班...,集團內工廠遍布海內外...
3174,PMQA,寶成工業股份有限公司,2021.08.16,全職,彰化,,,,,,,想換工作了,賣肝拼經濟,12 hr,1,3,外派印尼工廠的工作。...,如果追求薪水跟穩定外...
3175,品牌經理,寶成工業股份有限公司,2021.07.30,全職,臺中,,,,,,,有苦說不出,偶爾加班,10 hr,2,2,"工作地點:越南頭頓
...",工作地點在越南:寶成...
3176,開發業務,寶成工業股份有限公司,2021.07.26,全職,臺中,,,,,,,有苦說不出,常常加班,10 hr,4,4,這是外派中國東莞的工...,如果英文不夠好又想外...
3177,資深高級管理師,寶成工業股份有限公司,2021.07.20,全職,臺中,,,,,,,還算愉快,準時上下班,8 hr,1,7,非常枯燥的工作，非常...,比較有企圖心的建議往...
3178,稽核,寶成工業股份有限公司,2021.07.14,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,10 hr,1,7,傳統產業，企業文化傳...,需評估部門問題解決與...
3179,管理師,寶成工業股份有限公司,2021.07.12,全職,臺中,,,,,,,有苦說不出,偶爾加班,10 hr,1,5,此為外派缺，故薪資方...,思考一下外派的目的與...
3180,產品工程師,寶成工業股份有限公司,2021.06.30,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,1,1,跟客戶交流產品上的製...,多練習英文的簡報能力...
3181,副理,寶成工業股份有限公司,2021.06.29,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,11 hr,2,2,派駐海外工作，因為疫...,工作環境很差，每天超...
3182,經理,寶成工業股份有限公司,2021.06.14,全職,彰化,,,,,,,還算愉快,偶爾加班,9 hr,8,17,規劃 跨國 境內外公...,公司組織複雜，層級很...
3183,組長,寶成工業股份有限公司,2021.06.11,全職,臺中,,,,,,,有苦說不出,常常加班,10 hr,3,4,此為外派越南工作與薪...,上班時間一到六，需要...
3184,專案助理,寶成工業股份有限公司,2021.05.21,全職,彰化,,,,,,,平常心,偶爾加班,8 hr,4,5,產品部門的PA基本上...,如果想應徵就直接應徵...
3185,副課長,寶成工業股份有限公司,2021.05.13,全職,臺中,,,,,,,還算愉快,準時上下班,8 hr,1,5,舒服啦好公司 公司大...,就像上面說的公司很大...
3186,專案副理,寶成工業股份有限公司,2021.05.04,全職,臺中,,,,,,,平常心,常常加班,9 hr,5,5,總部工作環境(硬體)...,工作操不操要看在什麼...
3187,儲備幹部,寶成工業股份有限公司,2021.05.02,全職,臺中,,,,,,,有苦說不出,常常加班,10 hr,1,1,寶成儲備幹部應該外派...,若很會向上管理不在乎...
3188,組長,寶成工業股份有限公司,2021.05.02,全職,臺中,,,,,,,有苦說不出,常常加班,10 hr,3,4,"海外工作上班一到六
...",海外生活有許多面向需...
3189,管理師,寶成工業股份有限公司,2021.04.26,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,1,1,一般辦公上班環境，穩...,可以對了解該職缺的J...
3190,策略採購,寶成工業股份有限公司,2021.04.24,全職,彰化,,,,,,,還算愉快,準時上下班,8 hr,2,8,在集團供應鏈總部擔任...,1. 看好部門再進來...
3191,開發業務,寶成工業股份有限公司,2021.04.15,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,4,4,管理鞋子開發進度，進...,外派適合新鮮人存錢，...
3192,採購,寶成工業股份有限公司,2021.04.09,全職,彰化,,,,,,,非常開心,偶爾加班,8 hr,1,1,會給予教育訓練，主管...,建議想學習跟有上進心...
3193,高級工程師,寶成工業股份有限公司,2021.04.01,全職,臺中,,,,,,,有苦說不出,很少加班,8 hr,4,8,單位主管異動頻繁，需...,建議要把自己要的薪水...
3194,資深管理師,寶成工業股份有限公司,2021.03.15,全職,彰化,,,,,,,平常心,偶爾加班,8 hr,4,7,工作內容主要是損益分...,建議想養老不求高薪可...
3195,管理師,寶成工業股份有限公司,2021.03.09,全職,臺中,,,,,,,還算愉快,很少加班,8 hr,1,1,公司制度完善，結構完...,可以了解JD後上公司...
3196,職員,寶成工業股份有限公司,2021.03.04,全職,臺中,,,,,,,平常心,準時上下班,8 hr,2,2,台中總部辦公室舒適，...,可以多學一點越南語或...
3197,資深工程師,寶成工業股份有限公司,2021.03.03,全職,彰化,,,,,,,還算愉快,很少加班,8 hr,1,1,老牌全球最大製鞋產業...,愛鞋且不怕離鄉再來吧...
3198,財會主管（印尼）,寶成工業股份有限公司,2021.03.01,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,11 hr,3,3,工作責任制，能者過勞...,財會特別操，陣亡率極...
3199,採購,寶成工業股份有限公司,2021.02.18,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,10 hr,2,0,主要就是必須與主管們...,必須要有很好的溝通能...
3200,海外開發人員（越南）,寶成工業股份有限公司,2021.02.07,全職,彰化,,,,,,,有苦說不出,常常加班,10 hr,5,0,外派越南工作。薪資包...,海外環境不比台灣方便...
3201,資深工程師,寶成工業股份有限公司,2021.02.05,全職,彰化,,,,,,,有苦說不出,準時上下班,8 hr,1,0,要選對部門，進對部門...,在彰化本地算是還不錯...
3202,採購管理師,寶成工業股份有限公司,2021.02.01,全職,彰化,,,,,,,平常心,準時上下班,8 hr,2,0,很傳統的產業，很多做...,面試穿著正式但不要太...
3203,商品設計師,寶成工業股份有限公司,2021.01.31,全職,臺中,,,,,,,想換工作了,很少加班,8 hr,1,0,缺點：工作項目很雜，...,這個職場比較適合想安...
3204,管理師,寶成工業股份有限公司,2021.01.21,全職,彰化,,,,,,,非常開心,準時上下班,8 hr,1,0,主要是系統操作/午餐...,是一家制度完善的公司...
3205,開發,寶成工業股份有限公司,2021.01.19,全職,臺中,,,,,,,平常心,賣肝拼經濟,11 hr,3,0,工作內容很充實，不過...,要先評估自己的家庭狀...
3206,製程工程師,寶成工業股份有限公司,2021.01.19,全職,臺中,,,,,,,想換工作了,很少加班,8 hr,1,0,準時上下班，大公司規...,適合喜歡穩定的人，雖...
3207,人資,寶成工業股份有限公司,2021.01.14,全職,臺中,,,,,,,想換工作了,賣肝拼經濟,15 hr,6,0,工作量超大，報告一堆...,薪資與工作時長&工作...
3208,班長,寶成工業股份有限公司,2021.01.14,全職,臺中,,,,,,,平常心,偶爾加班,9 hr,1,0,以上為分享外派的薪資...,當開發的話務必要有開...
3209,工程師,寶成工業股份有限公司,2021.01.11,全職,臺中,,,,,,,平常心,偶爾加班,8 hr,2,0,非常官僚，做人比做事...,建議一定要出去外面公...
